DadDoB,DadUnicode,ChdUniCode,ChdDoB,Sex
1/26/1982 0:00:00,E-681,F-190,2/7/1989 0:00:00,F
1/26/1982 0:00:00,E-681,B-509,11/22/1992 0:00:00,F
1/26/1982 0:00:00,E-681,B-778,12/1/1992 0:00:00,F
1/26/1982 0:00:00,E-681,B-919,1/1/1993 0:00:00,F
1/26/1982 0:00:00,E-681,B-798,3/20/1993 0:00:00,M
1/26/1982 0:00:00,E-681,A-021,12/24/1993 0:00:00,M
1/26/1982 0:00:00,E-681,E-144,12/26/1993 0:00:00,F
1/26/1982 0:00:00,E-681,B-451,12/31/1993 0:00:00,M
1/26/1982 0:00:00,E-681,C-417,1/5/1997 0:00:00,F
1/26/1982 0:00:00,E-681,D-709,1/9/1999 0:00:00,F
1/26/1982 0:00:00,E-681,B-021,2/4/1999 0:00:00,M
1/26/1982 0:00:00,E-681,C-281,12/17/2000 0:00:00,F
1/29/1982 0:00:00,E-707,F-258,2/1/1990 0:00:00,F
1/29/1982 0:00:00,E-707,F-317,1/27/1991 0:00:00,F
1/31/1982 0:00:00,E-715,F-113,12/26/1986 0:00:00,F
1/31/1982 0:00:00,E-715,F-107,2/7/1987 0:00:00,F
1/31/1982 0:00:00,E-715,F-089,4/1/1987 0:00:00,M
1/31/1982 0:00:00,E-715,F-153,1/2/1988 0:00:00,M
1/31/1982 0:00:00,E-715,F-148,1/30/1988 0:00:00,F
1/31/1982 0:00:00,E-715,F-168,2/8/1988 0:00:00,F
1/31/1982 0:00:00,E-715,F-158,2/16/1988 0:00:00,F
1/31/1982 0:00:00,E-715,F-162,2/16/1988 0:00:00,F
1/31/1982 0:00:00,E-715,F-136,3/20/1988 0:00:00,M
1/31/1982 0:00:00,E-719,B-474,12/19/1995 0:00:00,F
1/31/1982 0:00:00,E-719,C-855,2/7/1996 0:00:00,M
1/31/1982 0:00:00,E-719,B-903,1/27/1997 0:00:00,M
1/31/1982 0:00:00,E-719,B-864,2/12/1997 0:00:00,M
1/31/1982 0:00:00,E-715,B-804,2/21/1997 0:00:00,M
1/31/1982 0:00:00,E-719,E-151,1/29/1998 0:00:00,M
1/31/1982 0:00:00,E-719,A-890,12/6/1998 0:00:00,F
1/31/1982 0:00:00,E-719,C-299,11/28/1999 0:00:00,M
1/31/1982 0:00:00,E-719,B-481,2/6/2000 0:00:00,M
1/31/1982 0:00:00,E-719,B-911,12/6/2000 0:00:00,M
2/8/1982 0:00:00,E-705,F-199,12/7/1988 0:00:00,M
2/8/1982 0:00:00,E-714,F-172,12/20/1988 0:00:00,F
2/8/1982 0:00:00,E-705,F-236,2/14/1990 0:00:00,M
2/8/1982 0:00:00,E-714,B-372,1/25/1994 0:00:00,M
2/8/1982 0:00:00,E-714,D-288,1/27/1996 0:00:00,M
2/8/1982 0:00:00,E-714,D-974,2/12/1996 0:00:00,F
2/8/1982 0:00:00,E-714,C-712,2/1/1997 0:00:00,M
2/8/1982 0:00:00,E-714,A-083,12/9/1997 0:00:00,M
2/8/1982 0:00:00,E-714,C-257,12/13/1998 0:00:00,F
2/8/1982 0:00:00,E-714,A-086,1/12/1999 0:00:00,M
2/10/1982 0:00:00,E-684,F-303,1/26/1991 0:00:00,F
2/10/1982 0:00:00,E-684,A-515,2/21/1992 0:00:00,M
2/12/1982 0:00:00,E-692,F-281,1/28/1990 0:00:00,F
2/12/1982 0:00:00,E-692,F-279,2/21/1990 0:00:00,F
2/12/1982 0:00:00,E-688,F-289,1/8/1991 0:00:00,M
2/12/1982 0:00:00,E-692,F-307,1/28/1991 0:00:00,F
2/12/1982 0:00:00,E-692,A-153,1/27/1992 0:00:00,M
2/12/1982 0:00:00,E-692,E-058,12/27/1992 0:00:00,F
2/12/1982 0:00:00,E-692,C-330,1/2/1993 0:00:00,F
2/12/1982 0:00:00,E-692,C-289,1/15/1993 0:00:00,F
2/12/1982 0:00:00,E-692,B-858,2/3/1993 0:00:00,M
2/12/1982 0:00:00,E-692,B-899,3/6/1993 0:00:00,F
2/12/1982 0:00:00,E-692,B-879,3/7/1993 0:00:00,M
2/12/1982 0:00:00,E-692,C-269,3/21/1993 0:00:00,M
2/12/1982 0:00:00,E-692,C-229,1/2/1994 0:00:00,M
2/12/1982 0:00:00,E-692,A-161,11/5/1997 0:00:00,M
2/12/1982 0:00:00,E-692,A-163,11/9/1998 0:00:00,F
2/12/1982 0:00:00,E-692,E-045,1/19/1999 0:00:00,M
2/12/1982 0:00:00,E-692,A-891,2/5/1999 0:00:00,M
2/12/1982 0:00:00,E-692,C-802,11/3/1999 0:00:00,F
2/12/1982 0:00:00,E-692,B-501,12/3/1999 0:00:00,F
2/12/1982 0:00:00,E-692,C-422,12/26/1999 0:00:00,M
2/12/1982 0:00:00,E-692,A-950,12/30/1999 0:00:00,M
2/12/1982 0:00:00,E-692,C-361,2/17/2000 0:00:00,M
2/12/1982 0:00:00,E-692,B-892,12/27/2000 0:00:00,F
2/12/1982 0:00:00,E-692,B-910,1/17/2001 0:00:00,F
2/12/1982 0:00:00,E-692,C-825,2/18/2001 0:00:00,M
2/12/1982 0:00:00,E-692,C-805,11/3/2001 0:00:00,F
2/17/1982 0:00:00,E-716,F-184,2/28/1989 0:00:00,F
2/17/1982 0:00:00,E-716,F-225,2/28/1989 0:00:00,M
2/17/1982 0:00:00,E-716,F-260,1/15/1990 0:00:00,F
2/17/1982 0:00:00,E-716,F-261,1/28/1990 0:00:00,F
2/17/1982 0:00:00,E-716,F-377,12/23/1991 0:00:00,F
2/17/1982 0:00:00,E-716,F-338,12/30/1991 0:00:00,F
2/17/1982 0:00:00,E-716,F-342,1/29/1992 0:00:00,M
2/17/1982 0:00:00,E-716,A-133,3/30/1992 0:00:00,F
2/17/1982 0:00:00,E-716,B-013,2/5/1993 0:00:00,M
2/17/1982 0:00:00,E-716,A-538,1/30/1995 0:00:00,F
2/17/1982 0:00:00,E-716,D-152,1/13/2000 0:00:00,F
2/17/1982 0:00:00,E-716,B-007,12/3/2000 0:00:00,M
2/18/1982 0:00:00,E-704,B-878,12/15/1992 0:00:00,M
2/18/1982 0:00:00,E-704,A-080,11/6/1995 0:00:00,M
2/18/1982 0:00:00,E-704,A-006,12/30/1996 0:00:00,M
2/19/1982 0:00:00,E-710,F-270,1/28/1990 0:00:00,F
2/22/1982 0:00:00,E-702,F-212,3/4/1989 0:00:00,F
3/5/1982 0:00:00,E-703,F-221,1/24/1989 0:00:00,M
3/5/1982 0:00:00,E-703,F-346,1/7/1992 0:00:00,M
3/5/1982 0:00:00,E-703,B-346,1/10/1992 0:00:00,F
3/5/1982 0:00:00,E-703,A-958,4/11/1992 0:00:00,M
3/5/1982 0:00:00,E-703,D-536,1/27/1994 0:00:00,F
3/5/1982 0:00:00,E-703,B-494,12/8/1995 0:00:00,F
3/5/1982 0:00:00,E-703,C-732,3/2/1997 0:00:00,F
3/5/1982 0:00:00,E-703,A-906,3/28/1997 0:00:00,F
3/7/1982 0:00:00,E-709,F-228,1/23/1989 0:00:00,F
3/7/1982 0:00:00,E-709,F-278,12/26/1989 0:00:00,F
3/7/1982 0:00:00,E-709,F-243,1/24/1990 0:00:00,M
3/7/1982 0:00:00,E-709,F-250,2/20/1990 0:00:00,F
3/7/1982 0:00:00,E-709,F-271,2/25/1990 0:00:00,F
3/8/1982 0:00:00,E-690,F-331,1/27/1991 0:00:00,F
3/8/1982 0:00:00,E-690,F-292,2/4/1991 0:00:00,M
3/8/1982 0:00:00,E-690,F-327,4/2/1991 0:00:00,F
3/8/1982 0:00:00,E-690,F-356,12/31/1991 0:00:00,F
3/8/1982 0:00:00,E-690,A-039,1/10/1992 0:00:00,F
3/8/1982 0:00:00,E-690,A-938,1/10/1992 0:00:00,M
3/8/1982 0:00:00,E-690,F-354,2/16/1992 0:00:00,M
3/8/1982 0:00:00,E-690,B-031,4/2/1992 0:00:00,F
3/8/1982 0:00:00,E-690,A-572,11/21/1992 0:00:00,M
3/8/1982 0:00:00,E-690,D-970,11/23/1992 0:00:00,M
3/8/1982 0:00:00,E-690,C-311,12/16/1992 0:00:00,F
3/8/1982 0:00:00,E-690,B-431,1/2/1993 0:00:00,F
3/8/1982 0:00:00,E-690,E-012,1/25/1993 0:00:00,M
3/8/1982 0:00:00,E-690,D-618,1/29/1993 0:00:00,F
3/8/1982 0:00:00,E-690,D-702,3/6/1993 0:00:00,M
3/8/1982 0:00:00,E-690,B-411,4/10/1993 0:00:00,F
3/8/1982 0:00:00,E-690,C-351,4/17/1993 0:00:00,M
3/8/1982 0:00:00,E-690,D-971,11/16/1993 0:00:00,M
3/8/1982 0:00:00,E-690,A-172,11/21/1993 0:00:00,M
3/8/1982 0:00:00,E-690,D-122,11/30/1993 0:00:00,M
3/8/1982 0:00:00,E-690,D-597,12/21/1993 0:00:00,M
3/8/1982 0:00:00,E-690,B-800,12/26/1993 0:00:00,F
3/8/1982 0:00:00,E-690,E-100,1/6/1994 0:00:00,M
3/8/1982 0:00:00,E-690,D-261,1/19/1994 0:00:00,M
3/8/1982 0:00:00,E-690,E-081,12/16/1994 0:00:00,F
3/8/1982 0:00:00,E-690,B-393,1/24/1995 0:00:00,F
3/8/1982 0:00:00,E-690,A-097,2/10/1995 0:00:00,F
3/8/1982 0:00:00,E-690,D-244,11/29/1995 0:00:00,M
3/8/1982 0:00:00,E-690,C-394,12/6/1995 0:00:00,F
3/8/1982 0:00:00,E-690,C-293,2/7/1996 0:00:00,M
3/8/1982 0:00:00,E-690,D-125,3/28/1996 0:00:00,F
3/8/1982 0:00:00,E-690,C-690,2/17/1997 0:00:00,M
3/8/1982 0:00:00,E-690,D-728,5/25/1998 0:00:00,M
3/8/1982 0:00:00,E-690,A-049,1/27/1999 0:00:00,M
3/8/1982 0:00:00,E-690,A-545,3/8/1999 0:00:00,M
3/8/1982 0:00:00,E-690,A-546,12/28/1999 0:00:00,M
3/8/1982 0:00:00,E-690,B-402,1/13/2000 0:00:00,M
3/8/1982 0:00:00,E-690,B-955,5/7/2001 0:00:00,M
3/11/1982 0:00:00,E-708,F-259,1/1/1990 0:00:00,F
3/11/1982 0:00:00,E-708,F-329,12/7/1990 0:00:00,F
3/11/1982 0:00:00,E-708,F-290,12/10/1990 0:00:00,F
3/11/1982 0:00:00,E-708,F-306,12/14/1990 0:00:00,M
3/11/1982 0:00:00,E-708,A-183,2/16/2000 0:00:00,F
3/11/1982 0:00:00,E-708,A-051,3/2/2000 0:00:00,M
12/25/1982 0:00:00,E-740,F-297,11/23/1990 0:00:00,F
12/25/1982 0:00:00,E-740,F-374,12/17/1991 0:00:00,F
12/25/1982 0:00:00,E-740,F-372,1/4/1992 0:00:00,M
12/25/1982 0:00:00,E-740,F-363,3/30/1992 0:00:00,M
1/4/1983 0:00:00,E-731,A-592,12/14/1992 0:00:00,M
1/4/1983 0:00:00,E-731,D-240,12/21/1992 0:00:00,M
1/4/1983 0:00:00,E-731,B-818,1/10/1993 0:00:00,F
1/4/1983 0:00:00,E-731,B-032,1/20/1993 0:00:00,M
1/4/1983 0:00:00,E-731,B-329,1/17/1998 0:00:00,M
1/4/1983 0:00:00,E-731,D-628,12/4/1998 0:00:00,F
1/4/1983 0:00:00,E-731,B-331,1/9/1999 0:00:00,M
1/21/1983 0:00:00,E-730,B-921,1/18/1994 0:00:00,M
1/21/1983 0:00:00,E-730,A-573,2/5/1994 0:00:00,F
1/21/1983 0:00:00,E-730,B-472,12/30/1994 0:00:00,F
1/21/1983 0:00:00,E-730,B-018,1/10/1997 0:00:00,M
1/21/1983 0:00:00,E-730,B-805,1/21/1998 0:00:00,M
1/21/1983 0:00:00,E-730,D-727,1/23/1998 0:00:00,F
1/21/1983 0:00:00,E-730,B-826,2/13/1998 0:00:00,M
1/21/1983 0:00:00,E-730,A-189,11/7/2003 0:00:00,F
1/21/1983 0:00:00,E-730,C-245,12/8/2003 0:00:00,M
1/30/1983 0:00:00,E-741,F-227,1/2/1989 0:00:00,F
1/30/1983 0:00:00,E-741,F-320,12/23/1990 0:00:00,M
1/30/1983 0:00:00,E-741,B-839,1/3/1993 0:00:00,M
2/5/1983 0:00:00,E-738,F-244,1/6/1990 0:00:00,M
2/5/1983 0:00:00,E-738,F-309,12/6/1990 0:00:00,M
2/5/1983 0:00:00,E-736,A-882,3/1/1994 0:00:00,F
2/5/1983 0:00:00,E-736,A-519,12/13/1994 0:00:00,F
2/5/1983 0:00:00,E-738,D-724,12/22/1995 0:00:00,M
2/5/1983 0:00:00,E-738,A-579,11/25/1997 0:00:00,M
2/5/1983 0:00:00,E-738,B-807,1/20/2000 0:00:00,M
2/5/1983 0:00:00,E-738,E-048,12/2/2000 0:00:00,F
2/9/1983 0:00:00,E-748,F-314,1/5/1991 0:00:00,M
2/22/1983 0:00:00,E-739,F-082,1/13/1987 0:00:00,F
2/22/1983 0:00:00,E-739,F-174,1/15/1989 0:00:00,F
2/22/1983 0:00:00,E-739,F-238,1/22/1990 0:00:00,F
2/23/1983 0:00:00,E-737,F-171,2/21/1989 0:00:00,F
2/23/1983 0:00:00,E-737,F-239,4/14/1990 0:00:00,M
2/23/1983 0:00:00,E-737,F-358,3/31/1992 0:00:00,M
2/23/1983 0:00:00,E-737,B-920,12/7/1992 0:00:00,M
2/23/1983 0:00:00,E-737,B-347,11/27/1993 0:00:00,M
2/24/1983 0:00:00,E-744,D-246,1/1/1997 0:00:00,F
2/24/1983 0:00:00,E-744,D-644,1/2/1997 0:00:00,F
2/24/1983 0:00:00,E-744,D-267,2/6/1998 0:00:00,F
2/24/1983 0:00:00,E-744,D-189,3/23/1998 0:00:00,M
2/24/1983 0:00:00,E-744,E-090,12/7/1999 0:00:00,F
2/24/1983 0:00:00,E-744,C-782,11/14/2000 0:00:00,M
2/24/1983 0:00:00,E-744,B-384,11/21/2000 0:00:00,F
2/24/1983 0:00:00,E-744,D-175,12/19/2000 0:00:00,F
2/24/1983 0:00:00,E-744,C-803,2/18/2001 0:00:00,F
2/24/1983 0:00:00,E-744,C-280,2/22/2001 0:00:00,M
2/24/1983 0:00:00,E-744,C-425,11/24/2001 0:00:00,M
3/10/1983 0:00:00,E-742,F-371,1/6/1992 0:00:00,M
3/10/1983 0:00:00,E-742,F-370,1/8/1992 0:00:00,M
3/10/1983 0:00:00,E-742,E-121,12/24/1992 0:00:00,M
3/10/1983 0:00:00,E-742,E-079,1/4/1993 0:00:00,F
3/10/1983 0:00:00,E-742,E-099,1/20/1993 0:00:00,F
3/10/1983 0:00:00,E-742,B-033,1/30/1994 0:00:00,M
3/10/1983 0:00:00,E-742,E-062,1/9/1996 0:00:00,M
3/10/1983 0:00:00,E-742,A-138,1/26/1996 0:00:00,F
3/10/1983 0:00:00,E-742,B-350,2/5/1996 0:00:00,F
3/10/1983 0:00:00,E-742,B-883,2/18/1996 0:00:00,F
1/2/1984 0:00:00,E-753,C-685,12/17/1993 0:00:00,M
1/6/1984 0:00:00,E-764,F-266,2/21/1990 0:00:00,M
1/6/1984 0:00:00,E-764,F-247,4/18/1990 0:00:00,M
1/6/1984 0:00:00,E-764,F-291,12/19/1990 0:00:00,M
1/6/1984 0:00:00,E-764,D-977,1/5/1998 0:00:00,F
1/6/1984 0:00:00,E-764,A-618,1/12/1998 0:00:00,F
1/6/1984 0:00:00,E-764,E-021,11/29/1998 0:00:00,M
1/6/1984 0:00:00,E-764,E-069,12/19/1999 0:00:00,M
1/7/1984 0:00:00,E-981,A-495,1/8/1992 0:00:00,F
1/7/1984 0:00:00,E-981,A-496,1/11/1993 0:00:00,F
1/7/1984 0:00:00,E-981,A-481,12/15/1996 0:00:00,F
1/7/1984 0:00:00,E-981,E-126,1/25/1997 0:00:00,M
1/8/1984 0:00:00,E-768,F-321,12/29/1990 0:00:00,M
1/8/1984 0:00:00,E-768,F-359,3/13/1992 0:00:00,F
1/8/1984 0:00:00,E-768,B-941,12/19/1992 0:00:00,M
1/8/1984 0:00:00,E-768,B-821,12/12/1995 0:00:00,M
1/8/1984 0:00:00,E-768,D-686,12/27/1995 0:00:00,F
1/8/1984 0:00:00,E-768,B-016,2/14/1996 0:00:00,M
1/8/1984 0:00:00,E-768,D-106,2/13/1997 0:00:00,F
1/8/1984 0:00:00,E-768,D-565,12/19/1999 0:00:00,F
1/21/1984 0:00:00,E-765,B-962,1/26/1993 0:00:00,M
1/21/1984 0:00:00,E-765,A-555,2/3/1995 0:00:00,M
1/22/1984 0:00:00,E-852,A-459,1/5/1994 0:00:00,F
1/22/1984 0:00:00,E-852,B-924,2/12/1996 0:00:00,F
1/22/1984 0:00:00,E-852,E-015,2/13/1996 0:00:00,M
1/22/1984 0:00:00,E-852,A-596,2/11/1997 0:00:00,M
1/22/1984 0:00:00,E-852,E-130,11/23/1998 0:00:00,F
1/22/1984 0:00:00,E-852,E-067,12/21/1998 0:00:00,M
1/25/1984 0:00:00,E-771,F-241,1/27/1990 0:00:00,M
1/25/1984 0:00:00,E-771,F-322,1/22/1991 0:00:00,F
1/28/1984 0:00:00,E-770,B-944,2/7/1995 0:00:00,F
1/28/1984 0:00:00,E-770,E-087,3/30/1998 0:00:00,M
1/30/1984 0:00:00,E-766,A-000,2/16/1992 0:00:00,M
1/31/1984 0:00:00,E-780,C-793,3/22/1995 0:00:00,M
1/31/1984 0:00:00,E-780,A-123,4/23/1999 0:00:00,M
2/2/1984 0:00:00,E-987,F-294,12/31/1990 0:00:00,F
2/13/1984 0:00:00,E-759,C-792,12/28/1993 0:00:00,F
2/22/1984 0:00:00,E-767,B-412,12/14/1992 0:00:00,F
2/22/1984 0:00:00,E-767,A-001,1/12/1993 0:00:00,F
2/22/1984 0:00:00,E-767,D-574,1/29/1993 0:00:00,F
2/22/1984 0:00:00,E-767,D-123,1/26/1995 0:00:00,M
2/22/1984 0:00:00,E-767,C-774,1/8/1996 0:00:00,M
2/22/1984 0:00:00,E-767,A-595,2/5/1996 0:00:00,F
2/22/1984 0:00:00,E-767,A-885,2/9/1996 0:00:00,F
2/22/1984 0:00:00,E-769,C-668,2/9/1996 0:00:00,M
2/22/1984 0:00:00,E-767,B-902,3/21/1996 0:00:00,F
2/22/1984 0:00:00,E-769,B-844,12/8/1996 0:00:00,M
2/22/1984 0:00:00,E-767,C-713,12/25/1996 0:00:00,F
2/22/1984 0:00:00,E-767,E-063,1/9/1997 0:00:00,F
2/22/1984 0:00:00,E-769,B-884,1/20/1997 0:00:00,M
2/22/1984 0:00:00,E-767,B-925,3/23/1997 0:00:00,M
2/22/1984 0:00:00,E-767,D-187,4/2/1997 0:00:00,M
2/22/1984 0:00:00,E-767,C-754,12/22/1997 0:00:00,M
2/22/1984 0:00:00,E-767,B-905,12/26/1997 0:00:00,F
2/22/1984 0:00:00,E-767,C-358,1/21/1998 0:00:00,F
2/22/1984 0:00:00,E-767,B-040,3/19/1998 0:00:00,F
2/22/1984 0:00:00,E-767,D-691,11/14/1998 0:00:00,F
2/22/1984 0:00:00,E-767,B-479,12/27/1998 0:00:00,F
2/22/1984 0:00:00,E-767,A-561,12/28/1998 0:00:00,F
2/22/1984 0:00:00,E-767,C-297,1/6/1999 0:00:00,M
2/22/1984 0:00:00,E-767,B-442,1/1/2000 0:00:00,F
2/22/1984 0:00:00,E-767,A-563,1/7/2000 0:00:00,M
2/22/1984 0:00:00,E-767,B-830,12/25/2000 0:00:00,F
2/22/1984 0:00:00,E-769,B-853,1/10/2002 0:00:00,M
2/22/1984 0:00:00,E-769,A-638,12/25/2004 0:00:00,M
3/3/1984 0:00:00,E-755,D-204,1/22/1996 0:00:00,M
3/6/1984 0:00:00,E-983,F-323,2/13/1991 0:00:00,M
3/29/1984 0:00:00,E-986,F-280,4/9/1990 0:00:00,F
5/25/1984 0:00:00,E-757,F-300,4/1/1991 0:00:00,F
5/25/1984 0:00:00,E-757,A-575,12/16/1994 0:00:00,M
1/29/1985 0:00:00,E-999,B-328,1/3/1997 0:00:00,M
1/29/1985 0:00:00,E-999,D-127,1/11/1997 0:00:00,M
1/29/1985 0:00:00,E-999,D-626,12/7/1997 0:00:00,M
2/6/1985 0:00:00,E-988,D-721,11/25/1992 0:00:00,F
2/6/1985 0:00:00,E-988,B-470,1/9/1993 0:00:00,F
2/6/1985 0:00:00,E-988,B-370,1/22/1993 0:00:00,F
2/6/1985 0:00:00,E-988,B-490,1/23/1993 0:00:00,M
2/6/1985 0:00:00,E-988,C-310,2/12/1993 0:00:00,M
2/6/1985 0:00:00,E-988,E-035,3/12/1993 0:00:00,F
2/6/1985 0:00:00,E-988,A-477,12/12/1993 0:00:00,M
2/6/1985 0:00:00,E-988,E-122,1/6/1994 0:00:00,M
2/6/1985 0:00:00,E-988,C-833,1/19/1994 0:00:00,F
2/6/1985 0:00:00,E-988,A-441,1/19/1994 0:00:00,F
2/6/1985 0:00:00,E-988,A-154,2/17/1994 0:00:00,F
2/6/1985 0:00:00,E-988,B-324,12/24/1994 0:00:00,F
2/6/1985 0:00:00,E-988,A-999,2/1/1997 0:00:00,M
2/6/1985 0:00:00,E-988,D-690,12/29/1998 0:00:00,F
2/6/1985 0:00:00,E-988,B-828,12/30/1999 0:00:00,F
2/6/1985 0:00:00,E-988,C-241,3/20/2001 0:00:00,M
2/6/1985 0:00:00,E-988,D-695,10/28/2001 0:00:00,M
2/8/1985 0:00:00,F-023,F-361,1/9/1992 0:00:00,F
2/8/1985 0:00:00,F-023,D-639,12/11/1993 0:00:00,M
2/8/1985 0:00:00,F-023,D-182,12/20/1993 0:00:00,F
2/8/1985 0:00:00,F-023,D-102,1/24/1994 0:00:00,M
2/8/1985 0:00:00,F-023,A-996,1/3/1995 0:00:00,M
2/10/1985 0:00:00,F-018,A-610,3/1/1992 0:00:00,F
2/10/1985 0:00:00,F-012,A-134,12/5/1992 0:00:00,F
2/10/1985 0:00:00,F-018,A-939,12/25/1992 0:00:00,F
2/10/1985 0:00:00,F-018,C-331,2/4/1993 0:00:00,M
2/10/1985 0:00:00,F-018,A-497,12/22/1993 0:00:00,F
2/10/1985 0:00:00,F-018,B-840,12/30/1993 0:00:00,M
2/10/1985 0:00:00,F-018,C-688,2/5/1996 0:00:00,M
2/10/1985 0:00:00,F-018,A-139,1/22/1997 0:00:00,M
2/10/1985 0:00:00,F-018,C-376,2/22/1997 0:00:00,F
2/10/1985 0:00:00,F-018,E-084,4/13/1997 0:00:00,M
2/10/1985 0:00:00,F-018,A-966,2/23/1998 0:00:00,F
2/10/1985 0:00:00,F-018,C-840,7/2/1998 0:00:00,F
2/11/1985 0:00:00,F-006,A-114,1/25/1992 0:00:00,F
2/11/1985 0:00:00,F-006,F-379,2/4/1992 0:00:00,F
2/11/1985 0:00:00,F-006,C-248,1/4/1993 0:00:00,F
2/11/1985 0:00:00,F-006,B-841,1/1/1995 0:00:00,M
2/11/1985 0:00:00,F-006,C-854,2/4/1995 0:00:00,M
2/11/1985 0:00:00,F-006,A-884,2/6/1995 0:00:00,F
2/11/1985 0:00:00,F-006,A-942,2/9/1995 0:00:00,M
2/11/1985 0:00:00,F-006,A-156,5/13/1995 0:00:00,M
2/11/1985 0:00:00,F-006,E-147,2/4/1996 0:00:00,M
2/11/1985 0:00:00,F-006,A-998,3/10/1996 0:00:00,F
2/11/1985 0:00:00,F-006,A-617,12/6/1996 0:00:00,M
2/11/1985 0:00:00,F-006,B-017,1/15/1997 0:00:00,F
2/11/1985 0:00:00,F-006,C-689,1/31/1997 0:00:00,M
2/11/1985 0:00:00,F-006,B-927,11/14/1997 0:00:00,F
2/11/1985 0:00:00,F-006,A-483,12/3/1997 0:00:00,M
2/11/1985 0:00:00,F-006,C-403,3/20/2001 0:00:00,M
2/15/1985 0:00:00,E-996,A-881,12/10/1992 0:00:00,M
2/15/1985 0:00:00,E-996,A-919,1/3/1993 0:00:00,F
2/15/1985 0:00:00,E-996,C-664,1/26/1993 0:00:00,M
2/15/1985 0:00:00,E-996,C-812,1/26/1993 0:00:00,F
2/16/1985 0:00:00,E-991,A-007,2/13/1997 0:00:00,M
2/17/1985 0:00:00,F-005,F-364,1/13/1992 0:00:00,F
2/17/1985 0:00:00,F-005,B-391,1/21/1993 0:00:00,M
2/17/1985 0:00:00,F-005,A-498,1/4/1995 0:00:00,F
2/17/1985 0:00:00,F-005,D-537,1/9/1995 0:00:00,F
2/17/1985 0:00:00,F-005,B-881,1/17/1995 0:00:00,F
2/17/1985 0:00:00,F-005,E-167,1/20/1995 0:00:00,F
2/17/1985 0:00:00,F-005,A-003,1/20/1995 0:00:00,M
2/17/1985 0:00:00,F-005,C-291,1/21/1995 0:00:00,F
2/17/1985 0:00:00,F-005,D-242,2/2/1995 0:00:00,F
2/17/1985 0:00:00,F-005,A-941,2/11/1995 0:00:00,M
2/17/1985 0:00:00,F-005,B-348,3/26/1995 0:00:00,F
2/17/1985 0:00:00,F-005,B-415,12/22/1995 0:00:00,F
2/17/1985 0:00:00,F-005,B-882,12/30/1995 0:00:00,F
2/17/1985 0:00:00,F-005,D-223,1/17/1996 0:00:00,M
2/17/1985 0:00:00,F-005,B-514,1/18/1996 0:00:00,F
2/17/1985 0:00:00,F-005,B-965,2/5/1996 0:00:00,F
2/17/1985 0:00:00,F-005,B-802,2/28/1996 0:00:00,M
2/17/1985 0:00:00,F-005,B-434,3/7/1996 0:00:00,M
2/17/1985 0:00:00,F-005,D-203,3/9/1996 0:00:00,M
2/17/1985 0:00:00,F-005,E-041,12/27/1996 0:00:00,M
2/17/1985 0:00:00,F-005,A-045,12/29/1996 0:00:00,M
2/17/1985 0:00:00,F-005,D-726,12/29/1996 0:00:00,M
2/17/1985 0:00:00,F-005,E-085,12/31/1996 0:00:00,F
2/17/1985 0:00:00,F-005,D-706,1/2/1997 0:00:00,F
2/17/1985 0:00:00,F-005,A-446,1/2/1997 0:00:00,M
2/17/1985 0:00:00,F-005,D-665,1/10/1997 0:00:00,F
2/17/1985 0:00:00,F-005,D-687,1/19/1997 0:00:00,F
2/17/1985 0:00:00,F-005,C-254,2/22/1997 0:00:00,M
2/19/1985 0:00:00,E-994,C-796,1/15/1997 0:00:00,M
2/28/1985 0:00:00,F-007,C-791,12/18/1993 0:00:00,M
2/28/1985 0:00:00,F-007,A-517,2/1/1994 0:00:00,F
3/6/1985 0:00:00,F-001,D-143,12/29/1993 0:00:00,F
3/7/1985 0:00:00,F-016,F-141,1/17/1988 0:00:00,F
3/7/1985 0:00:00,F-016,F-362,1/5/1992 0:00:00,M
3/7/1985 0:00:00,F-016,C-853,1/1/1994 0:00:00,F
3/7/1985 0:00:00,F-016,D-576,1/7/1994 0:00:00,F
3/7/1985 0:00:00,F-016,A-059,1/14/1994 0:00:00,M
3/7/1985 0:00:00,F-016,B-392,1/15/1994 0:00:00,F
3/7/1985 0:00:00,F-016,B-323,1/21/1994 0:00:00,M
3/7/1985 0:00:00,F-016,D-222,12/27/1994 0:00:00,F
3/7/1985 0:00:00,F-016,B-900,1/23/1995 0:00:00,M
3/7/1985 0:00:00,F-016,A-593,1/30/1995 0:00:00,M
3/7/1985 0:00:00,F-016,A-902,2/21/1995 0:00:00,F
3/7/1985 0:00:00,F-016,B-454,12/21/1995 0:00:00,M
3/7/1985 0:00:00,F-016,C-711,1/6/1996 0:00:00,M
3/7/1985 0:00:00,F-016,B-473,1/30/1996 0:00:00,F
3/7/1985 0:00:00,F-016,B-374,1/31/1996 0:00:00,M
3/7/1985 0:00:00,F-016,A-120,12/3/1996 0:00:00,M
3/7/1985 0:00:00,F-016,A-064,12/5/1996 0:00:00,F
3/7/1985 0:00:00,F-016,D-290,12/12/1996 0:00:00,M
3/7/1985 0:00:00,F-016,B-845,3/29/1997 0:00:00,M
3/7/1985 0:00:00,F-016,C-858,3/30/1997 0:00:00,F
3/7/1985 0:00:00,F-016,C-818,4/6/1997 0:00:00,M
3/7/1985 0:00:00,F-016,D-998,12/9/1997 0:00:00,M
